Epoch,Model,Dataset,Train_Loss,Val_Loss,Val_PSNR,Val_SSIM,LR
1,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.01759557585931767,0.010353831653246435,20.022745164774232,0.6498291154283128,0.001
2,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0072385017039243785,0.0056345384715303865,22.806549541020797,0.7984597805144702,0.001
3,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.005076186213179328,0.004517360343097967,23.807304775647523,0.8248025552105943,0.001
4,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.00412363766055912,0.003825094950737926,24.5533367954405,0.8613926150708867,0.001
5,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0035990010578669396,0.003516129218041897,24.935819889866025,0.879577089553268,0.001
6,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.003324628818127732,0.003282518978467432,25.256449376122426,0.8920588755561539,0.001
7,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0031299858569762127,0.0031280221685893454,25.478523976385258,0.902258669014863,0.001
8,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0029870694040157702,0.003010857747709852,25.65425980562544,0.9073903203037361,0.001
9,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0028745129909682073,0.0029171196044038583,25.794255159669003,0.911380345671538,0.001
10,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0027850512586176227,0.002834105074910794,25.937274539538024,0.9162002466680176,0.001
11,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0027053208290309895,0.0027679521537854173,26.04756602594408,0.9192178796657862,0.001
12,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0026415909066964676,0.002717533206703973,26.129866977195956,0.9224232509416543,0.001
13,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0025898331623671754,0.0026698985010764355,26.22233883270436,0.9248152476221344,0.001
14,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0025418725675024553,0.002622358235241161,26.305169224065576,0.9270368915411361,0.001
15,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0024995511571355798,0.0026007195340080115,26.35054928300071,0.9285877080485999,0.001
16,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0024672946129730864,0.0025579564241787135,26.429105780218954,0.9306663422437824,0.001
17,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.00243318013815304,0.0025355742841769576,26.47513718254822,0.9320863741233478,0.001
18,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.002409273748007198,0.0025123291093814004,26.513043689188983,0.9333509477485903,0.001
19,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0023815770538807924,0.0024945479962385476,26.55251220121222,0.9335443418005029,0.001
20,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0023681818774643508,0.002471562085599549,26.606161166045624,0.9354060319491513,0.001
21,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.002343583457424479,0.0024472710763309468,26.648201699984277,0.9366758638247543,0.001
22,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.00231517517431455,0.0024284255903971905,26.69204021712481,0.9372182977545249,0.001
23,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0023003271517822634,0.002407770465775314,26.7331632463272,0.9387493717793446,0.001
24,SRCNN_thermal_gray_x2,InfraredThermal32x24,0.0022794820505094393,0.002392559838454939,26.76349966943601,0.939168891700526,0.001
