Epoch,Model,Dataset,Train_Loss,Val_Loss,Val_PSNR,Val_SSIM,LR
1,CARN_M_gray_x2,Flickr2K,0.025644588064191478,0.005828423798084259,24.333957233428954,0.7195439890027047,0.001
2,CARN_M_gray_x2,Flickr2K,0.0030372586528296178,0.0019573451578617095,29.83924987792969,0.8708869731426239,0.001
3,CARN_M_gray_x2,Flickr2K,0.0018217406638036922,0.001647361945360899,31.128105907440187,0.8913416808843613,0.001
4,CARN_M_gray_x2,Flickr2K,0.0015771873147701317,0.001844340991228819,31.90865400314331,0.8981383061408996,0.001
5,CARN_M_gray_x2,Flickr2K,0.0015066542193504437,0.0014667915599420667,32.86911636352539,0.9126737010478974,0.001
6,CARN_M_gray_x2,Flickr2K,0.001433129039909339,0.001657148227095604,31.65642868041992,0.9012390518188477,0.001
7,CARN_M_gray_x2,Flickr2K,0.0014371755256159407,0.0012037116149440407,32.60308292388916,0.9077047377824783,0.001
8,CARN_M_gray_x2,Flickr2K,0.0013808494185993693,0.0010840321565046907,33.76089517593384,0.9164421737194062,0.001
9,CARN_M_gray_x2,Flickr2K,0.0013201633893515704,0.0013237298419699073,33.99756984710693,0.9120120537281037,0.001
10,CARN_M_gray_x2,Flickr2K,0.0012395101211051334,0.0013845506682991981,33.80079013824463,0.9128939092159272,0.001
11,CARN_M_gray_x2,Flickr2K,0.001301095182568116,0.0011733302287757397,34.361356811523436,0.9117172873020172,0.001
12,CARN_M_gray_x2,Flickr2K,0.0012351644767518595,0.0013273069774731993,33.13702304840088,0.9131239157915115,0.001
13,CARN_M_gray_x2,Flickr2K,0.0012624163736747402,0.001437701410613954,33.499346542358396,0.9027687054872513,0.001
14,CARN_M_gray_x2,Flickr2K,0.0012539735406566902,0.001206696517765522,34.44417716979981,0.9118121263384819,0.001
15,CARN_M_gray_x2,Flickr2K,0.001287606725521948,0.0010567296063527464,33.84032117843628,0.9184641396999359,0.001
16,CARN_M_gray_x2,Flickr2K,0.0013265748522332255,0.0013473373837769032,34.263894138336184,0.9090519767999649,0.001
17,CARN_M_gray_x2,Flickr2K,0.0013444183914008427,0.0013915897300466895,34.838435649871826,0.9078845274448395,0.001
18,CARN_M_gray_x2,Flickr2K,0.001237154624047074,0.001254839370958507,34.33426355361939,0.9155186635255813,0.001
19,CARN_M_gray_x2,Flickr2K,0.0012462531169876456,0.0013893873570486903,33.110188484191895,0.9164506304264068,0.001
20,CARN_M_gray_x2,Flickr2K,0.0013202050895834306,0.0010364243341609836,35.619786491394045,0.9206648820638657,0.001
21,CARN_M_gray_x2,Flickr2K,0.0012591721567342866,0.0012842283863574266,34.5508727645874,0.9100740587711335,0.001
22,CARN_M_gray_x2,Flickr2K,0.001237387391650733,0.00117747800424695,36.094009990692136,0.9149562615156174,0.001
23,CARN_M_gray_x2,Flickr2K,0.00120686428858635,0.0010192310577258467,35.60022073745728,0.9182681995630264,0.001
24,CARN_M_gray_x2,Flickr2K,0.001250973540744832,0.000928962763864547,36.39684907913208,0.9259587270021439,0.001
25,CARN_M_gray_x2,Flickr2K,0.0012384596984077877,0.0013723217276856304,34.553679389953615,0.9098222196102143,0.001
26,CARN_M_gray_x2,Flickr2K,0.00136559614138502,0.0012595763662829995,34.35999774932861,0.9195943522453308,0.001
27,CARN_M_gray_x2,Flickr2K,0.001217683916208598,0.0014796374086290599,34.54995041847229,0.9101810491085053,0.001
28,CARN_M_gray_x2,Flickr2K,0.0012527370370291877,0.0010399759165011346,35.5572087097168,0.9210287880897522,0.001
29,CARN_M_gray_x2,Flickr2K,0.0012757141977759465,0.001079679150134325,34.84780162811279,0.9057634043693542,0.001
30,CARN_M_gray_x2,Flickr2K,0.0012031771841827992,0.0011027583619579672,35.54715942382813,0.9240248310565948,0.001
31,CARN_M_gray_x2,Flickr2K,0.0012444511116570178,0.001299812071956694,35.63576530456543,0.9171436601877212,0.001
32,CARN_M_gray_x2,Flickr2K,0.0012590740267890241,0.0010143604082986713,35.271524868011475,0.9200954610109329,0.001
33,CARN_M_gray_x2,Flickr2K,0.0012413974820618642,0.001175227016210556,35.59727876663208,0.9233689594268799,0.001
34,CARN_M_gray_x2,Flickr2K,0.0012294919952258187,0.0012190886749885977,35.8339045715332,0.9136935895681382,0.001
35,CARN_M_gray_x2,Flickr2K,0.001240935793128919,0.0012183653889223933,35.63795274734497,0.924569097161293,0.001
36,CARN_M_gray_x2,Flickr2K,0.001200108838065545,0.0011026066774502397,36.01582633972168,0.9171664839982987,0.001
37,CARN_M_gray_x2,Flickr2K,0.001268830779975034,0.001277900175191462,35.81096895217895,0.9223437941074372,0.001
38,CARN_M_gray_x2,Flickr2K,0.0012438905501808478,0.0012207877449691297,36.25071037292481,0.9154487127065658,0.001
39,CARN_M_gray_x2,Flickr2K,0.0012497616590896867,0.0012683949945494532,34.901944675445556,0.9086380571126937,0.001
40,CARN_M_gray_x2,Flickr2K,0.0012391755201871383,0.001002969592809677,36.31850915908814,0.9195578479766846,0.001
41,CARN_M_gray_x2,Flickr2K,0.0012189855739333719,0.001185728246346116,35.39689517974853,0.9146492743492126,0.001
42,CARN_M_gray_x2,Flickr2K,0.0012614615640233991,0.0010506063606590032,35.83003700256348,0.9160006630420685,0.001
43,CARN_M_gray_x2,Flickr2K,0.0012982373673222818,0.0012785926461219787,34.807446250915525,0.9156527984142303,0.001
44,CARN_M_gray_x2,Flickr2K,0.0012787849742497475,0.001093828179873526,35.75178859710693,0.9157716447114944,0.001
45,CARN_M_gray_x2,Flickr2K,0.001280120521397242,0.0011162958946079017,35.853714294433594,0.9179146134853363,0.001
46,CARN_M_gray_x2,Flickr2K,0.001255421758242795,0.000830526789650321,36.58878917694092,0.9254170727729797,0.001
47,CARN_M_gray_x2,Flickr2K,0.0013696086801641251,0.0012659803964197637,32.994751052856444,0.9192643755674362,0.001
48,CARN_M_gray_x2,Flickr2K,0.001522520412339495,0.0018383396230638026,32.652272624969484,0.9073284870386124,0.001
49,CARN_M_gray_x2,Flickr2K,0.001246202424353094,0.0010817219456657767,35.53367593765259,0.918893495798111,0.001
50,CARN_M_gray_x2,Flickr2K,0.0012681223940596265,0.0009224434010684491,35.3058666229248,0.9156570971012116,0.001
51,CARN_M_gray_x2,Flickr2K,0.0012497143263770444,0.001076407916843891,36.32911231994629,0.9228577172756195,0.001
52,CARN_M_gray_x2,Flickr2K,0.0011216638840840392,0.0012706362456083298,34.91213001251221,0.9117749923467636,0.001
53,CARN_M_gray_x2,Flickr2K,0.0011839259203242243,0.0011708047473803162,35.79200798034668,0.9234620648622512,0.001
54,CARN_M_gray_x2,Flickr2K,0.0012196044837792387,0.0010524103161878883,35.72659786224365,0.9188153976202011,0.001
55,CARN_M_gray_x2,Flickr2K,0.0012865166482954936,0.0012602082709781825,35.260730028152466,0.9154042059183121,0.001
56,CARN_M_gray_x2,Flickr2K,0.0012029907888434124,0.0013836195226758718,34.2355259513855,0.9101100605726242,0.001
57,CARN_M_gray_x2,Flickr2K,0.0011569404837956548,0.0010536506539210676,35.98012538909912,0.9145579582452774,0.001
58,CARN_M_gray_x2,Flickr2K,0.0011885782258743245,0.0010355560714378953,35.51942365646362,0.9217196571826934,0.001
59,CARN_M_gray_x2,Flickr2K,0.001160880877495796,0.0011340018687769772,36.16297752380371,0.9178100579977035,0.001
